epochs,losses,size_losses,religion_losses,ethnicity_losses,household_composition_losses,religion_accuracies,ethnicity_accuracies,household_composition_accuracies,size_distribution_accuracies,overall_accuracies,cumulative_time_seconds,epoch_time_seconds,tau_values,learning_rate,hidden_channels,combination_id
1,12.08582592010498,3.2872159481048584,1.5309996604919434,1.760929822921753,5.506680488586426,41.95478049275068,54.18229747541316,9.946263814255298,94.4880723953247,50.14285354443596,19.141799211502075,19.141799211502075,0.995,0.005,128,lr_0.005_hc_128
2,11.42100715637207,2.6352126598358154,1.5344512462615967,1.7701371908187866,5.481205940246582,41.670891209571124,53.41174084964007,9.966541620196695,94.14170384407043,49.79771938086958,41.04092502593994,21.022369623184204,0.990025,0.005,128,lr_0.005_hc_128
3,10.546701431274414,1.8328704833984375,1.5258811712265015,1.7555264234542847,5.4324235916137695,42.37047551454933,54.5979924972118,9.956402717225995,94.07090544700623,50.248944043998335,61.199166774749756,19.086788654327393,0.985074875,0.005,128,lr_0.005_hc_128
4,9.725598335266113,1.015366554260254,1.5299879312515259,1.7620373964309692,5.418206691741943,42.755753827435875,54.43577004968062,10.199736388522762,89.97292518615723,49.34104636294912,81.29588580131531,19.10718059539795,0.9801495006250001,0.005,128,lr_0.005_hc_128
5,9.428672790527344,0.8168054223060608,1.49357008934021,1.7477818727493286,5.3705153465271,44.32728378789415,55.033965324951836,10.909459596471661,79.51533794403076,47.446511663337105,102.8983359336853,20.628018856048584,0.9752487531218751,0.005,128,lr_0.005_hc_128
6,9.34422492980957,0.8274340629577637,1.4861465692520142,1.7227619886398315,5.307881832122803,44.742978809692794,54.66896481800669,11.669877319274056,75.33904910087585,46.60521751196235,125.6607940196991,21.800580501556396,0.9703725093562657,0.005,128,lr_0.005_hc_128
7,8.996210098266602,0.7181859612464905,1.4359087944030762,1.6668462753295898,5.175269603729248,45.23978505525702,54.46618675859271,12.430295042076448,77.78338193893433,47.47991219871513,147.8779580593109,21.314392805099487,0.9655206468094844,0.005,128,lr_0.005_hc_128
8,8.774353981018066,0.6391791105270386,1.4182077646255493,1.6514999866485596,5.065467357635498,45.28034066713982,54.009936124911285,13.383351921322111,81.89704418182373,48.642668223799234,169.3867576122284,20.49012041091919,0.960693043575437,0.005,128,lr_0.005_hc_128
9,8.694498062133789,0.6634858250617981,1.4081708192825317,1.6365642547607422,4.986276626586914,46.101591807766404,54.41549224373923,13.373213018351414,85.75202822685242,49.910581324177365,190.5995578765869,20.265857458114624,0.9558895783575597,0.005,128,lr_0.005_hc_128
10,8.633016586303711,0.7011111974716187,1.381614327430725,1.6132416725158691,4.937049388885498,46.85187062759809,55.743688532900734,13.890297069857041,84.7119688987732,50.29945628228227,212.00862836837769,20.355306148529053,0.9511101304657719,0.005,128,lr_0.005_hc_128
11,8.51226806640625,0.7186276316642761,1.3530654907226562,1.556233286857605,4.884342193603516,47.14589881374835,55.87549427151982,15.340160194666938,86.2942636013031,51.16395422030955,233.20563673973083,20.150273323059082,0.946354579813443,0.005,128,lr_0.005_hc_128
12,8.463435173034668,0.7547656297683716,1.3141452074050903,1.5108132362365723,4.883710861206055,49.680624556423,56.889384568589676,15.46182703031532,86.14901900291443,52.0452137895606,254.86109352111816,20.67335295677185,0.9416228069143757,0.005,128,lr_0.005_hc_128
13,8.317777633666992,0.7815064787864685,1.271041750907898,1.485124111175537,4.7801055908203125,50.86687620399473,58.734664909256814,15.867383149143263,83.88060331344604,52.33738189396022,277.03276443481445,21.111868143081665,0.9369146928798039,0.005,128,lr_0.005_hc_128
14,8.245429992675781,0.8315712809562683,1.2325665950775146,1.4326748847961426,4.748617172241211,53.067018148636315,59.82966643009227,17.459190915542937,81.31488561630249,52.9176902776435,298.35047030448914,20.287848949432373,0.9322301194154049,0.005,128,lr_0.005_hc_128
15,8.140214920043945,0.8660873174667358,1.1873356103897095,1.4101567268371582,4.676634788513184,55.14549325762953,60.79286221230863,18.432525600730003,81.671541929245,54.01060574997829,319.407279253006,20.089914798736572,0.9275689688183278,0.005,128,lr_0.005_hc_128
16,8.05375862121582,0.9027955532073975,1.1675782203674316,1.3822664022445679,4.601119041442871,55.3482713170435,62.050086180675244,19.537666024536147,78.29670906066895,53.80818314573096,340.32741594314575,19.94811224937439,0.9229311239742362,0.005,128,lr_0.005_hc_128
17,7.930202484130859,0.8856645226478577,1.1542543172836304,1.3657763004302979,4.524507522583008,56.230355875494276,62.52661462029808,20.186555814660853,79.62819337844849,54.64292992222541,361.49794602394104,20.202197551727295,0.918316468354365,0.005,128,lr_0.005_hc_128
18,7.794504165649414,0.859158456325531,1.1032333374023438,1.3301215171813965,4.501990795135498,58.278414275575386,63.1146709925986,20.652945351312987,79.67521548271179,55.43031152554969,382.6592471599579,20.215775966644287,0.9137248860125932,0.005,128,lr_0.005_hc_128
19,7.772156715393066,0.8747264742851257,1.0904598236083984,1.331763744354248,4.4752068519592285,59.46466592314712,63.51008820845585,21.35252965629119,79.40064668655396,55.93198261861203,404.60761165618896,20.994401693344116,0.9091562615825302,0.005,128,lr_0.005_hc_128
20,7.672983646392822,0.8760678172111511,1.0615010261535645,1.2887113094329834,4.4467034339904785,60.52925073507046,63.60133833519214,22.123086282064282,80.34138679504395,56.6487655368427,425.6647620201111,20.12739324569702,0.9046104802746175,0.005,128,lr_0.005_hc_128
