epochs,losses,accuracies,cumulative_time_seconds,epoch_time_seconds
1,19.43097496032715,,0.031606435775756836,0.031606435775756836
2,17.172990798950195,,0.0475461483001709,0.010190963745117188
3,15.833124160766602,,0.0635690689086914,0.009021759033203125
4,15.16932487487793,,0.07936334609985352,0.008016347885131836
5,14.56887435913086,,0.09511590003967285,0.00701594352722168
6,14.229246139526367,,0.11291193962097168,0.008017301559448242
7,14.063236236572266,,0.12861299514770508,0.0070171356201171875
8,13.72005558013916,,0.14638566970825195,0.008016586303710938
9,13.566883087158203,,0.1620645523071289,0.007017850875854492
10,13.498788833618164,,0.179762601852417,0.007750988006591797
11,13.293303489685059,,0.19571828842163086,0.0070171356201171875
12,13.250938415527344,,0.21358323097229004,0.008017539978027344
13,13.087448120117188,,0.23692822456359863,0.015710115432739258
14,13.015584945678711,,0.253054141998291,0.014088153839111328
15,12.918033599853516,,0.26883578300476074,0.013266324996948242
16,12.724040985107422,,0.2849547863006592,0.012686491012573242
17,12.742975234985352,,0.3006007671356201,0.01167440414428711
18,12.515286445617676,,0.3166687488555908,0.011125802993774414
19,12.54524040222168,,0.33272743225097656,0.010585784912109375
20,12.489185333251953,,0.3483924865722656,0.009762763977050781
21,12.387686729431152,,0.36446571350097656,0.009021520614624023
22,12.320276260375977,,0.38027119636535645,0.008016824722290039
23,12.334096908569336,,0.39598917961120605,0.00701594352722168
24,12.195805549621582,,0.41405582427978516,0.007517099380493164
25,12.12253189086914,,0.4315013885498047,0.008017539978027344
26,12.076593399047852,,0.4475278854370117,0.0070188045501708984
27,12.033109664916992,,0.46535277366638184,0.008016586303710938
28,11.898660659790039,,0.4813835620880127,0.007018566131591797
29,11.90264892578125,,0.4991719722747803,0.008016824722290039
30,11.897101402282715,,0.5225999355316162,0.015712738037109375
31,11.859725952148438,,0.5383555889129639,0.013797998428344727
32,11.823719024658203,,0.5544223785400391,0.013072729110717773
33,11.75162124633789,,0.5701644420623779,0.012228250503540039
34,11.712286949157715,,0.5862910747528076,0.011744499206542969
35,11.681283950805664,,0.6020545959472656,0.010789632797241211
36,11.68867015838623,,0.6178011894226074,0.009763717651367188
37,11.629754066467285,,0.6336092948913574,0.00902104377746582
38,11.621527671813965,,0.6494243144989014,0.008018016815185547
39,11.564050674438477,,0.665123462677002,0.00701594352722168
40,11.589889526367188,,0.6828372478485107,0.008016347885131836
41,11.55828857421875,,0.6988730430603027,0.007516145706176758
42,11.51087760925293,,0.716184139251709,0.008017778396606445
43,11.456684112548828,,0.7319655418395996,0.007017612457275391
44,11.460047721862793,,0.7497873306274414,0.008016347885131836
45,11.441240310668945,,0.7658352851867676,0.0075168609619140625
46,11.372232437133789,,0.7831933498382568,0.00801706314086914
47,11.380986213684082,,0.8069124221801758,0.016014575958251953
48,11.429774284362793,,0.8228154182434082,0.013898611068725586
49,11.371612548828125,,0.8385865688323975,0.013808250427246094
50,11.375223159790039,,0.854623556137085,0.01300811767578125
51,11.384102821350098,,0.8706371784210205,0.012588262557983398
52,11.323358535766602,,0.8863852024078369,0.011819124221801758
53,11.394570350646973,,0.9020473957061768,0.010654449462890625
54,11.312727928161621,,0.9177534580230713,0.009762763977050781
55,11.336583137512207,,0.9336819648742676,0.00902104377746582
56,11.325159072875977,,0.9493038654327393,0.00801706314086914
57,11.258256912231445,,0.9653828144073486,0.007517576217651367
58,11.293689727783203,,0.9826052188873291,0.008016586303710938
59,11.233753204345703,,0.9986903667449951,0.0075190067291259766
60,11.235483169555664,,1.0285887718200684,0.029898405075073242
61,11.203383445739746,,1.0446722507476807,0.014078617095947266
62,11.210514068603516,,1.060598611831665,0.013393878936767578
63,11.256961822509766,,1.0767240524291992,0.013166189193725586
64,11.233915328979492,,1.0927307605743408,0.012605428695678711
65,11.195945739746094,,1.1084747314453125,0.011801958084106445
66,11.194404602050781,,1.1245777606964111,0.011180400848388672
67,11.187411308288574,,1.140331745147705,0.01024627685546875
68,11.24173355102539,,1.1563363075256348,0.009521722793579102
69,11.184854507446289,,1.1724460124969482,0.009021759033203125
70,11.156517028808594,,1.1882388591766357,0.008017539978027344
71,11.175189971923828,,1.2081141471862793,0.019875288009643555
72,11.131382942199707,,1.2256426811218262,0.008015871047973633
73,11.135281562805176,,1.241286039352417,0.0070171356201171875
74,11.115267753601074,,1.2589848041534424,0.008017301559448242
75,11.138805389404297,,1.275045394897461,0.008016347885131836
76,11.183870315551758,,1.2990739345550537,0.01598644256591797
77,11.096386909484863,,1.3147714138031006,0.01369333267211914
78,11.10041618347168,,1.3306934833526611,0.013506412506103516
79,11.100128173828125,,1.346365213394165,0.012725114822387695
80,11.057469367980957,,1.3620564937591553,0.011718273162841797
81,11.115721702575684,,1.3781239986419678,0.011087894439697266
82,11.040969848632812,,1.3946211338043213,0.011098623275756836
83,11.065911293029785,,1.4097802639007568,0.009521484375
84,11.118940353393555,,1.4250314235687256,0.008017301559448242
85,11.077997207641602,,1.4408118724822998,0.00701594352722168
86,11.066226959228516,,1.4583966732025146,0.00801706314086914
87,11.052961349487305,,1.4740276336669922,0.007016897201538086
88,11.030030250549316,,1.4916110038757324,0.008016824722290039
89,11.01418399810791,,1.507373571395874,0.007017850875854492
90,11.007282257080078,,1.525118350982666,0.008016586303710938
91,11.066808700561523,,1.5407865047454834,0.0070171356201171875
92,11.02078914642334,,1.5564582347869873,0.006013154983520508
93,10.997284889221191,,1.5821428298950195,0.015742778778076172
94,10.947698593139648,,1.5982506275177002,0.01410365104675293
95,10.962652206420898,,1.61434006690979,0.014966964721679688
96,11.000053405761719,,1.6302733421325684,0.013474702835083008
97,10.956025123596191,,1.646017074584961,0.012803077697753906
98,11.019939422607422,,1.6619181632995605,0.011993169784545898
99,10.989143371582031,,1.6779634952545166,0.011566400527954102
100,11.00789737701416,0.0,1.6937031745910645,0.010809183120727539
101,10.942522048950195,,1.7091701030731201,0.008015871047973633
102,10.991432189941406,,1.724985122680664,0.007015705108642578
103,10.964883804321289,,1.7425646781921387,0.008016347885131836
104,10.92093563079834,,1.758692741394043,0.007516384124755859
105,10.943770408630371,,1.7819089889526367,0.013885021209716797
106,10.948538780212402,,1.7984282970428467,0.01651930809020996
107,10.93800163269043,,1.814974308013916,0.016546010971069336
108,10.926145553588867,,1.8315529823303223,0.01657867431640625
109,10.878314971923828,,1.84834623336792,0.016793251037597656
110,11.005834579467773,,1.8648269176483154,0.013546943664550781
111,10.916053771972656,,1.881359577178955,0.01403355598449707
112,10.892374038696289,,1.8988971710205078,0.015761137008666992
113,10.929671287536621,,1.9144837856292725,0.015586614608764648
114,10.843408584594727,,1.9302265644073486,0.015742778778076172
115,10.890902519226074,,1.9479949474334717,0.017768383026123047
116,10.879093170166016,,1.9640257358551025,0.01603078842163086
117,10.88047981262207,,1.9800705909729004,0.01604485511779785
118,10.850674629211426,,1.9975428581237793,0.017472267150878906
119,10.814889907836914,,2.0135483741760254,0.016005516052246094
120,10.854780197143555,,2.031290054321289,0.017741680145263672
121,10.845475196838379,,2.047630548477173,0.01634049415588379
122,10.899017333984375,,2.064225196838379,0.016594648361206055
123,10.798210144042969,,2.081082820892334,0.016857624053955078
124,10.903057098388672,,2.0976743698120117,0.016591548919677734
125,10.862650871276855,,2.1159963607788086,0.018321990966796875
126,10.859012603759766,,2.132281541824341,0.016285181045532227
127,10.806657791137695,,2.1489977836608887,0.01671624183654785
128,10.791852951049805,,2.1658380031585693,0.016840219497680664
129,10.849632263183594,,2.1825737953186035,0.01391291618347168
130,10.770764350891113,,2.1994807720184326,0.01512908935546875
131,10.773555755615234,,2.221737861633301,0.022257089614868164
132,10.786723136901855,,2.2385802268981934,0.016842365264892578
133,10.766170501708984,,2.2555091381073,0.016928911209106445
134,10.751458168029785,,2.2723805904388428,0.01687145233154297
135,10.759345054626465,,2.28914213180542,0.01676154136657715
136,10.726997375488281,,2.3060696125030518,0.016927480697631836
137,10.722204208374023,,2.3230812549591064,0.017011642456054688
138,10.76679515838623,,2.3425040245056152,0.01942276954650879
139,10.72393798828125,,2.3582050800323486,0.0157010555267334
