epochs,losses,size_losses,religion_losses,ethnicity_losses,household_composition_losses,religion_accuracies,ethnicity_accuracies,household_composition_accuracies,size_distribution_accuracies,overall_accuracies,cumulative_time_seconds,epoch_time_seconds,tau_values,learning_rate,hidden_channels,combination_id
1,44.51618957519531,0.10014120489358902,13.655599594116211,14.129082679748535,16.631364822387695,40.027275826798494,63.02420729628368,12.291169451073985,93.59122514724731,52.233469430350866,8.9785475730896,8.9785475730896,0.995,0.001,256,lr_0.001_hc_256
2,42.821922302246094,0.09948699921369553,13.097662925720215,13.594950675964355,16.02981948852539,41.766109785202865,62.42754858506648,11.89907944084555,92.89838075637817,52.24777964187327,16.881338357925415,7.5497682094573975,0.990025,0.001,256,lr_0.001_hc_256
3,41.264747619628906,0.10248472541570663,12.244978904724121,13.168688774108887,15.748597145080566,43.02761677463348,63.126491646778035,12.188885100579611,93.1581974029541,52.875297731236316,24.969025135040283,7.697794675827026,0.985074875,0.001,256,lr_0.001_hc_256
4,38.37721633911133,0.10644026845693588,11.4500150680542,11.73582935333252,15.084930419921875,43.01056938288442,62.66621206955336,12.32526423457211,92.43649244308472,52.60963453252365,33.62122392654419,8.265098333358765,0.9801495006250001,0.001,256,lr_0.001_hc_256
5,35.14493179321289,0.12471029162406921,10.292946815490723,10.414778709411621,14.31249713897705,44.80054551653597,62.257074667575864,11.89907944084555,93.59122514724731,53.13698119305118,43.834118604660034,9.821796417236328,0.9752487531218751,0.001,256,lr_0.001_hc_256
6,31.555744171142578,0.1726984679698944,9.194480895996094,8.483967781066895,13.704596519470215,48.073644732355945,63.36515513126491,13.46743948175929,93.44688057899475,54.58827998109372,52.38538861274719,8.159919738769531,0.9703725093562657,0.001,256,lr_0.001_hc_256
7,27.998777389526367,0.3128948509693146,8.23719596862793,6.359066009521484,13.089620590209961,50.11933174224343,63.433344698261166,13.296965564268667,92.06119775772095,54.72770994062355,60.27530550956726,7.502789735794067,0.9655206468094844,0.001,256,lr_0.001_hc_256
8,25.128318786621094,0.8259733319282532,7.469932556152344,4.74167537689209,12.090738296508789,52.216160927378105,64.60961472894647,13.620866007500855,90.51316380500793,55.23995136720834,69.50122308731079,8.833728075027466,0.960693043575437,0.001,256,lr_0.001_hc_256
9,22.423831939697266,1.113746166229248,6.518024921417236,3.8791730403900146,10.912887573242188,54.77326968973747,65.08694169792022,14.149335151721786,90.11664390563965,56.03154761125477,77.62494277954102,7.719642877578735,0.9558895783575597,0.001,256,lr_0.001_hc_256
10,20.46245574951172,1.068518042564392,5.900286674499512,3.6965906620025635,9.797060012817383,57.80770542107058,65.76883736788271,14.677804295942721,88.87542486190796,56.782442986700985,85.73687648773193,7.6998820304870605,0.9511101304657719,0.001,256,lr_0.001_hc_256
11,18.48439598083496,1.1103180646896362,5.251583576202393,3.6805121898651123,8.44198226928711,58.31912717354245,65.58131605864303,15.410842141152404,87.52338290214539,56.70866706887081,94.0608777999878,7.940860033035278,0.946354579813443,0.001,256,lr_0.001_hc_256
12,16.469493865966797,1.1545045375823975,4.608248710632324,3.558178663253784,7.148561000823975,59.648823729969315,65.58131605864303,16.143879986362087,87.3456358909607,57.179913916483784,102.62348103523254,8.119990110397339,0.9416228069143757,0.001,256,lr_0.001_hc_256
13,14.755632400512695,1.1975648403167725,3.9999842643737793,3.4707229137420654,6.087360858917236,63.211728605523355,66.79168087282645,17.200818274803957,85.334712266922,58.13473500501893,110.64146137237549,7.6150946617126465,0.9369146928798039,0.001,256,lr_0.001_hc_256
14,12.725889205932617,1.2271308898925781,3.455690383911133,2.9946537017822266,5.04841423034668,65.5983634503921,68.95669962495738,18.30889873849301,85.23252010345459,59.524120479324274,118.61303305625916,7.547919988632202,0.9322301194154049,0.001,256,lr_0.001_hc_256
15,11.122438430786133,1.0937327146530151,2.8241939544677734,2.875822067260742,4.328690052032471,67.89976133651552,69.63859529491988,18.30889873849301,84.38259959220886,60.05746374053431,126.93484830856323,7.9402525424957275,0.9275689688183278,0.001,256,lr_0.001_hc_256
16,10.011558532714844,0.9831751585006714,2.444070816040039,2.781893253326416,3.8024187088012695,69.96249573815206,70.42277531537675,18.615751789976134,82.91674256324768,60.47944135168816,135.6197407245636,8.258293867111206,0.9229311239742362,0.001,256,lr_0.001_hc_256
17,8.604649543762207,0.9049468636512756,2.067579746246338,2.217095375061035,3.4150278568267822,71.5308557790658,71.59904534606206,19.945448346403,84.51085686683655,61.896551584591855,143.88824653625488,7.873457431793213,0.918316468354365,0.001,256,lr_0.001_hc_256
18,7.753823757171631,0.87905353307724,1.722712755203247,2.148869037628174,3.0031886100769043,73.3890214797136,71.2580975110808,20.37163314012956,82.05232620239258,61.767769583329134,152.25882649421692,7.965388059616089,0.9137248860125932,0.001,256,lr_0.001_hc_256
19,6.94987678527832,0.912846028804779,1.1846752166748047,2.0570201873779297,2.795335292816162,76.50869416979202,71.22400272758269,20.15001704739175,80.6566596031189,62.13484338697134,160.7935140132904,8.085707426071167,0.9091562615825302,0.001,256,lr_0.001_hc_256
20,6.701546669006348,0.9462395906448364,0.9311425089836121,2.0326826572418213,2.7914817333221436,76.44050460279577,71.76951926355267,20.883054892601432,79.99571561813354,62.272198594270854,170.00213837623596,8.777093648910522,0.9046104802746175,0.001,256,lr_0.001_hc_256
21,6.172041893005371,0.9844866991043091,0.7871195077896118,1.797890305519104,2.6025450229644775,78.418002045687,72.50255710876236,21.22400272758268,79.36036586761475,62.876231937411696,178.86693215370178,8.399702310562134,0.9000874278732445,0.001,256,lr_0.001_hc_256
22,5.715947151184082,0.977439820766449,0.5318363904953003,1.761112093925476,2.445559024810791,78.89532901466076,71.9399931810433,21.326287078077055,77.93400287628174,62.523903037515716,188.3205370903015,9.028073072433472,0.8955869907338783,0.001,256,lr_0.001_hc_256
23,5.334897041320801,0.9479010105133057,0.4186629056930542,1.6900264024734497,2.278306484222412,80.97511080804637,73.18445277872485,22.417320150017048,76.23621225357056,63.20327399758972,196.94281005859375,8.197109699249268,0.8911090557802088,0.001,256,lr_0.001_hc_256
