epochs,losses,size_losses,religion_losses,ethnicity_losses,household_composition_losses,religion_accuracies,ethnicity_accuracies,household_composition_accuracies,size_distribution_accuracies,overall_accuracies,cumulative_time_seconds,epoch_time_seconds,tau_values,learning_rate,hidden_channels,combination_id
1,11.950435638427734,3.578089714050293,1.3371586799621582,1.6965701580047607,5.338617324829102,44.25544183364567,55.946374513478446,11.575609052904715,97.5790023803711,52.33910694509998,20.431703090667725,20.431703090667725,0.995,0.005,256,lr_0.005_hc_256
2,10.279548645019531,1.9796119928359985,1.331365942955017,1.6761928796768188,5.292377471923828,45.42309355629234,56.84013262217097,12.195473547643074,96.39917612075806,52.71446896171611,41.18045163154602,19.747005939483643,0.990025,0.005,256,lr_0.005_hc_256
3,9.591047286987305,1.1419769525527954,1.3071541786193848,1.6726036071777344,5.469313144683838,44.54375090096583,55.758973619720344,11.791840853394838,81.8928599357605,48.49685632746038,59.37462520599365,17.07133960723877,0.985074875,0.005,256,lr_0.005_hc_256
4,8.773970603942871,0.7633346915245056,1.2541340589523315,1.5871442556381226,5.169357776641846,45.32218538273028,55.34092547210609,14.804670606890586,80.35261034965515,48.95509795284553,77.41992235183716,16.993865728378296,0.9801495006250001,0.005,256,lr_0.005_hc_256
5,8.49057674407959,0.7631885409355164,1.2193756103515625,1.542445182800293,4.965567111968994,46.34568257171688,54.83638460429581,14.67493152659651,88.04190158843994,50.97472507276228,95.95409321784973,17.468718767166138,0.9752487531218751,0.005,256,lr_0.005_hc_256
6,8.380180358886719,0.8185760974884033,1.2056570053100586,1.510168194770813,4.845778465270996,47.181778866945365,55.946374513478446,15.914660516073232,88.62510323524475,51.91697928293545,114.28839898109436,17.203124284744263,0.9703725093562657,0.005,256,lr_0.005_hc_256
7,8.1536865234375,0.8558660745620728,1.1380579471588135,1.4189939498901367,4.740767955780029,51.376675796453796,57.87804526452357,16.592186824275622,86.57201528549194,53.10473079268624,132.4592182636261,17.091895580291748,0.9655206468094844,0.005,256,lr_0.005_hc_256
8,8.0212984085083,0.9233660101890564,1.097596526145935,1.3606666326522827,4.639669418334961,52.51549661236846,59.08894334726828,19.114891163327087,83.25784206390381,53.49429329671691,151.57945442199707,18.03111720085144,0.960693043575437,0.005,256,lr_0.005_hc_256
9,7.927633285522461,0.8900051712989807,1.0648269653320312,1.3121943473815918,4.660606861114502,55.28326365864207,61.09269136514344,20.066311085483637,83.15610885620117,54.89959374136758,172.0279402732849,19.331873178482056,0.9558895783575597,0.005,256,lr_0.005_hc_256
10,7.68351411819458,0.8077942728996277,1.0256680250167847,1.2956823110580444,4.5543694496154785,58.1086925183797,62.072942194032,20.729421940320023,83.24928879737854,56.04008636252756,192.47526049613953,19.363446474075317,0.9511101304657719,0.005,256,lr_0.005_hc_256
11,7.61209774017334,0.7759920954704285,1.0161166191101074,1.2861284017562866,4.533860683441162,57.70505982413147,62.13060400749604,20.902407380712123,84.0381383895874,56.19405240048175,212.87222123146057,19.222025394439697,0.946354579813443,0.005,256,lr_0.005_hc_256
12,7.537510395050049,0.8079755902290344,0.9872389435768127,1.2562978267669678,4.485998153686523,59.69439238864063,63.0964393830186,22.026812743260777,84.3253493309021,57.28574846145553,233.2697789669037,19.27288508415222,0.9416228069143757,0.005,256,lr_0.005_hc_256
13,7.4717183113098145,0.8738856315612793,0.9395848512649536,1.2345774173736572,4.423670291900635,61.827879486809856,64.07669021190716,23.03589447888136,82.80526399612427,57.93643204343066,254.32163739204407,19.897955894470215,0.9369146928798039,0.005,256,lr_0.005_hc_256
14,7.420132160186768,0.8839149475097656,0.9327341318130493,1.1908901929855347,4.412592887878418,61.236845898803516,64.33616837249532,23.583681706789676,82.38364458084106,57.885085139732396,275.5720658302307,20.13924288749695,0.9322301194154049,0.005,256,lr_0.005_hc_256
15,7.36311674118042,0.9362863302230835,0.903436005115509,1.1386152505874634,4.38477897644043,63.773965691220994,65.70563644226611,25.630676084762865,82.29175806045532,59.35050906967631,296.1517298221588,19.4477059841156,0.9275689688183278,0.005,256,lr_0.005_hc_256
16,7.192815780639648,0.9286338090896606,0.8866222500801086,1.128562569618225,4.248997211456299,63.70188842439095,65.53265100187402,26.48118783335736,81.42173290252686,59.28436504053729,314.5126209259033,17.25075387954712,0.9229311239742362,0.005,256,lr_0.005_hc_256
17,7.132425308227539,0.9364323616027832,0.8846636414527893,1.127946376800537,4.183382987976074,65.82096006919417,66.28225457690644,27.302868675219838,81.12139105796814,60.131868594822144,332.7632429599762,17.140196561813354,0.918316468354365,0.005,256,lr_0.005_hc_256
