epochs,losses,size_losses,religion_losses,ethnicity_losses,household_composition_losses,religion_accuracies,ethnicity_accuracies,household_composition_accuracies,size_distribution_accuracies,overall_accuracies,cumulative_time_seconds,epoch_time_seconds,tau_values
1,46.56108474731445,0.0994826927781105,13.807029724121094,14.091533660888672,18.563037872314453,39.277190589839755,62.68325946130242,11.524036822366178,93.56235265731812,51.76170988270662,7.906091690063477,7.906091690063477,0.995
2,40.153648376464844,0.10984833538532257,12.000757217407227,12.43835735321045,15.604684829711914,41.05011933174224,61.54108421411524,12.512785543811797,93.21593642234802,52.07998137800431,15.5600745677948,7.313792943954468,0.990025
3,24.77143669128418,0.42995354533195496,7.678604602813721,6.255044937133789,10.40783405303955,49.965905216501874,63.433344698261166,14.081145584725538,88.60950469970703,54.0224750497989,23.170819997787476,7.225411891937256,0.985074875
4,19.34469985961914,2.8786652088165283,4.809363842010498,4.110936164855957,7.545734882354736,58.16570064780089,66.92806000681895,15.939311285373336,81.35344982147217,55.59663044036633,30.810155630111694,7.227676868438721,0.9801495006250001
5,17.714555740356445,3.931668281555176,3.337146043777466,4.355223655700684,6.090517520904541,64.67780429594272,69.36583702693488,19.38288441868394,77.58957743644714,57.75402579450217,38.22133708000183,7.028315782546997,0.9752487531218751
6,13.566309928894043,2.585019111633301,2.414201021194458,3.749324083328247,4.817766189575195,69.07603136720081,70.88305489260142,21.121718377088307,73.69812726974487,58.694732976658855,45.61345553398132,6.989862442016602,0.9703725093562657
7,10.983878135681152,2.0688724517822266,1.7464672327041626,3.317735195159912,3.8508031368255615,70.95124445959769,72.41732015001705,21.411524036822367,73.48544597625732,59.566383655673604,53.1023383140564,7.103235483169556,0.9655206468094844
8,8.866840362548828,1.3397901058197021,1.690511703491211,2.8302884101867676,3.0062508583068848,74.87214456188204,73.54244800545516,21.360381861575178,72.33408093452454,60.52726384085923,60.68371653556824,7.189496755599976,0.960693043575437
9,7.777934551239014,1.667033076286316,0.9906473159790039,2.0832314491271973,3.037022590637207,77.25877940675076,71.7524718718036,21.905898397545176,72.9644238948822,60.970393392745436,67.86797642707825,6.805864572525024,0.9558895783575597
10,7.163755416870117,1.674760341644287,0.5618382096290588,1.9427483081817627,2.9844086170196533,80.88987384930105,73.23559495397204,21.752471871803614,71.89454436302185,61.94312125952464,75.00404000282288,6.7523767948150635,0.9511101304657719
11,6.896901607513428,1.9385693073272705,0.4357929229736328,1.9279570579528809,2.5945820808410645,81.26491646778044,72.89464711899079,23.883395840436414,71.16381525993347,62.30169367178529,82.5830934047699,7.203896999359131,0.946354579813443
12,6.7619781494140625,1.7633507251739502,0.35380521416664124,2.2147982120513916,2.4300241470336914,83.10603477667917,73.08216842823047,24.036822366177972,70.72452902793884,62.73738864975662,90.14559388160706,7.177825212478638,0.9416228069143757
13,7.103280067443848,2.3131725788116455,0.29194292426109314,1.9332071542739868,2.564957857131958,83.46403000340948,74.00272758267985,25.059665871121716,70.85428237915039,63.34517645909036,97.50969862937927,6.90526008605957,0.9369146928798039
14,7.2399091720581055,2.5120038986206055,0.32293030619621277,2.1302309036254883,2.2747440338134766,84.43573133310603,73.55949539720423,23.849301056938288,68.21389198303223,62.514604942570195,105.62362551689148,7.713093519210815,0.9322301194154049
15,6.987950325012207,2.586677312850952,0.3275595009326935,1.8842253684997559,2.189488410949707,83.29355608591885,73.47425843845892,26.93487896351858,67.15394258499146,62.71415901822195,113.15669417381287,7.124898433685303,0.9275689688183278
16,7.033168792724609,2.8103156089782715,0.27388137578964233,1.6579313278198242,2.2910404205322266,82.98670303443572,74.44595976815546,26.91783157176952,65.41810035705566,62.442148682854096,120.70932030677795,7.138829231262207,0.9229311239742362
17,7.1393818855285645,3.0841245651245117,0.28795579075813293,1.7764869928359985,1.9908146858215332,82.59461302420729,74.13910671667236,26.747357654278897,63.22658658027649,61.67691599385876,128.9394838809967,7.842303514480591,0.918316468354365
18,7.536707878112793,2.919072389602661,0.29668691754341125,2.520115852355957,1.800832748413086,83.20831912717355,74.6164336856461,28.14524377770201,64.39383029937744,62.59095672247478,136.67181777954102,7.316694259643555,0.9137248860125932
19,7.135828495025635,2.393216371536255,0.3094898760318756,2.686509132385254,1.7466131448745728,84.41868394135697,74.6675758608933,29.67950903511763,63.90349864959717,63.167316871741264,144.30895328521729,7.25005030632019,0.9091562615825302
20,6.969985485076904,3.1337451934814453,0.27691346406936646,1.809107780456543,1.7502187490463257,84.91305830207978,75.80975110808046,31.009205591544493,64.92409706115723,64.16402801571549,151.60700631141663,6.898494243621826,0.9046104802746175
21,6.956552028656006,2.993014335632324,0.27001330256462097,1.9015063047409058,1.792017936706543,85.18581657006477,75.19604500511421,30.77054210705762,64.61632251739502,63.94218154990791,159.01383090019226,7.02119517326355,0.9000874278732445
22,6.694446563720703,2.7031543254852295,0.2969401180744171,2.0196895599365234,1.674662470817566,83.97545175588135,75.53699284009546,31.810433003750425,63.065242767333984,63.597030091765305,166.4711616039276,7.076242923736572,0.8955869907338783
23,6.015785217285156,2.489468812942505,0.29694584012031555,1.6848212480545044,1.544549584388733,84.28230480736447,76.64507330378451,31.827480395499492,63.47737908363342,64.05805939757047,173.8385021686554,6.973774671554565,0.8911090557802088
24,6.192662239074707,2.802523136138916,0.3069016635417938,1.6049914360046387,1.478245735168457,84.1800204568701,77.27582679849982,31.810433003750425,65.23499488830566,64.6253187868565,181.3087432384491,7.098714828491211,0.8866535105013078
25,5.741926193237305,2.441065549850464,0.29098016023635864,1.5452181100845337,1.4646625518798828,84.65734742584384,77.3781111489942,31.861575178997615,64.57102298736572,64.61701418530035,191.48373246192932,9.768051147460938,0.8822202429488013
26,5.563482761383057,2.2897610664367676,0.31509608030319214,1.5888580083847046,1.369767665863037,84.46982611660417,77.85543811796795,33.41288782816229,64.43513631820679,65.04332209523528,198.85661482810974,6.995049953460693,0.8778091417340573
27,5.642808437347412,2.6740338802337646,0.30014991760253906,1.2115750312805176,1.45704984664917,85.04943743607228,79.52608250937607,33.839072621888846,63.48471641540527,65.47482724568562,206.23537397384644,6.987804412841797,0.8734200960253871
28,5.375524044036865,2.5527517795562744,0.2807707190513611,1.2365410327911377,1.3054605722427368,84.33344698261166,80.24207296283669,33.464030003409476,62.90910243988037,65.23716309718455,213.73641991615295,7.106858491897583,0.8690529955452602
29,5.181685924530029,2.271733045578003,0.27960729598999023,1.3818022012710571,1.248543381690979,83.89021479713604,80.71939993181043,33.89021479713604,61.68578863143921,65.04640453938042,221.2425181865692,7.111487865447998,0.8647077305675338
30,4.724106788635254,2.1374664306640625,0.26201334595680237,1.2032667398452759,1.121360182762146,83.19127173542448,81.98090692124104,35.68019093078759,62.14034557342529,65.7481787902196,228.68595051765442,7.030355930328369,0.8603841919146962
