epochs,losses,size_losses,religion_losses,ethnicity_losses,household_composition_losses,religion_accuracies,ethnicity_accuracies,household_composition_accuracies,size_distribution_accuracies,overall_accuracies,cumulative_time_seconds,epoch_time_seconds,tau_values
1,11.406227111816406,3.195967197418213,1.4175764322280884,1.4369345903396606,5.355749130249023,40.94783498124787,63.05830207978179,11.54108421411524,92.59681105613708,52.036008082820494,7.398584604263306,7.398584604263306,0.995
2,9.879035949707031,1.830966591835022,1.4131247997283936,1.4148492813110352,5.220095634460449,40.726218888510054,63.50153426525742,12.291169451073985,92.56833791732788,52.27181513054233,15.36439323425293,7.634981393814087,0.990025
3,9.098075866699219,1.0766143798828125,1.386816382408142,1.405728816986084,5.228915691375732,41.71496760995568,61.55813160586431,13.569723832253667,84.19168591499329,50.25862724076674,23.32290506362915,7.594823360443115,0.985074875
4,8.630075454711914,0.785963237285614,1.35127592086792,1.3626021146774292,5.1302337646484375,41.16945107398568,62.12069553358336,15.069894306171156,80.76117038726807,49.780302825252065,31.236366271972656,7.550642251968384,0.9801495006250001
5,8.242765426635742,0.640885055065155,1.3163199424743652,1.3231438398361206,4.962416172027588,41.95363109444255,62.52983293556086,15.768837367882712,85.49031019210815,51.435652897498564,39.32005548477173,7.686786413192749,0.9752487531218751
6,8.138547897338867,0.7376852035522461,1.2974919080734253,1.3008791208267212,4.802491188049316,42.49914763041255,60.89328332765087,17.200818274803957,89.3223226070404,52.47889295997694,47.39929008483887,7.68393087387085,0.9703725093562657
7,7.966418743133545,0.7545535564422607,1.2449711561203003,1.2659085988998413,4.700985431671143,44.76645073303784,62.751449028298666,18.428230480736445,89.60310220718384,53.887308112314194,55.340896129608154,7.53968358039856,0.9655206468094844
8,7.777628421783447,0.7819122076034546,1.2162121534347534,1.2132922410964966,4.566211700439453,46.07909989771565,63.85952949198772,21.394476645073304,83.11007022857666,53.61079406583833,63.41766548156738,7.663088321685791,0.960693043575437
9,7.59170389175415,0.8020966053009033,1.1935551166534424,1.1787776947021484,4.417274475097656,46.48823729969315,65.15513126491646,23.320831912717356,81.72602653503418,54.172556753090284,71.4315299987793,7.617308616638184,0.9558895783575597
10,7.385328769683838,0.7858794331550598,1.1627675294876099,1.1593631505966187,4.277318477630615,47.51108080463689,64.59256733719741,24.599386293897034,79.85435724258423,54.13934791957888,79.44183707237244,7.6119606494903564,0.9511101304657719
11,7.2805938720703125,0.7487728595733643,1.1609808206558228,1.1636968851089478,4.207143306732178,47.357654278895325,65.5472212751449,24.139106716672348,81.24305605888367,54.57175958239906,87.64344334602356,7.782658815383911,0.946354579813443
12,7.143567085266113,0.7929737567901611,1.1193383932113647,1.1346864700317383,4.096568584442139,49.147630412546874,67.04739174906238,26.64507330378452,84.73485708236694,56.893738136940186,95.77615475654602,7.710906982421875,0.9416228069143757
13,7.0185546875,0.862260639667511,1.099866509437561,1.1173341274261475,3.9390931129455566,51.244459597681555,68.34299352199113,29.798840777361065,81.7148506641388,57.77528614029313,103.84775876998901,7.6576738357543945,0.9369146928798039
14,6.885234832763672,0.8402020931243896,1.076290249824524,1.0903626680374146,3.878380060195923,51.50017047391749,68.29185134674395,30.97511080804637,81.931471824646,58.17465111333845,112.12161707878113,7.84473729133606,0.9322301194154049
15,6.809791564941406,0.8657793402671814,1.015332579612732,1.0559970140457153,3.872682809829712,54.21070576201841,69.02488919195363,30.992158199795433,79.09890413284302,58.331664321652624,120.21136116981506,7.692464113235474,0.9275689688183278
16,6.740172386169434,0.9096562266349792,0.989837646484375,1.0218242406845093,3.8188540935516357,57.00647800886465,70.52505966587113,31.537674735765425,80.57194352149963,59.910288983000214,128.92344045639038,8.312734842300415,0.9229311239742362
17,6.604942321777344,0.9354644417762756,0.9512470364570618,1.0077757835388184,3.7104547023773193,59.22263893624275,71.7524718718036,33.75383566314354,81.05382323265076,61.44569242596016,136.95276618003845,7.627277851104736,0.918316468354365
18,6.549602508544922,0.950133740901947,0.9261032938957214,0.9789970517158508,3.694368362426758,58.216842823048076,70.55915444936925,32.01500170473918,80.50420880317688,60.323801945083346,145.52049732208252,8.174546003341675,0.9137248860125932
19,6.457221984863281,0.9458265900611877,0.9115676879882812,0.9516268968582153,3.6482012271881104,60.34776679168087,72.55369928400954,34.69144220934197,81.7170262336731,62.32748362967637,154.1203818321228,8.178317070007324,0.9091562615825302
20,6.431042671203613,0.9964344501495361,0.8896249532699585,0.9575124979019165,3.5874710083007812,61.25127855438118,73.28673712921923,35.18581657006478,79.06430959701538,62.197035462670144,162.214284658432,7.682062864303589,0.9046104802746175
21,6.451137542724609,1.024884819984436,0.902275025844574,0.9275316596031189,3.5964462757110596,61.37061029662462,73.59359018070235,35.88475963177633,79.0207028388977,62.46741573700025,170.34112453460693,7.719226837158203,0.9000874278732445
22,6.233944892883301,1.0158238410949707,0.8540068864822388,0.9065452814102173,3.457568883895874,63.85952949198772,75.1108080463689,36.24275485850665,81.42290115356445,64.15899838760694,178.38391876220703,7.632713794708252,0.8955869907338783
23,6.216302394866943,1.0006422996520996,0.8671210408210754,0.9368123412132263,3.411726713180542,63.211728605523355,74.25843845891579,37.367882713944766,82.99904465675354,64.45927360878436,186.60935497283936,7.812336206436157,0.8911090557802088
24,6.1386566162109375,1.0429376363754272,0.8584490418434143,0.9354260563850403,3.3018438816070557,65.1380838731674,74.34367541766109,39.277190589839755,81.29314184188843,65.01302293063918,195.68611860275269,8.67493200302124,0.8866535105013078
25,6.041360855102539,1.0549238920211792,0.8353866934776306,0.9086799025535583,3.24237060546875,64.76304125468803,74.94033412887828,39.635185816570065,81.27152919769287,65.15252259945731,203.7675335407257,7.6702516078948975,0.8822202429488013
26,5.9902729988098145,1.1053110361099243,0.8032739162445068,0.900179922580719,3.1815080642700195,67.16672349130583,75.3324241391067,39.618138424821005,80.80190420150757,65.72979756418528,212.18754959106445,8.025225162506104,0.8778091417340573
27,5.905259132385254,1.1061811447143555,0.7955393195152283,0.8977083563804626,3.105830192565918,68.05318786225708,75.36651892260484,41.18649846573474,79.91921901702881,66.13135606690636,220.4550383090973,7.854276418685913,0.8734200960253871
28,5.830505847930908,1.0900919437408447,0.7880696058273315,0.9013359546661377,3.0510082244873047,68.32594613024207,75.53699284009546,40.53869757927037,80.19782304763794,66.14986489931147,228.48867869377136,7.635638475418091,0.8690529955452602
29,5.703211307525635,1.0780457258224487,0.8048642873764038,0.8792306780815125,2.941070556640625,66.5871121718377,76.27003068530514,43.14694851687692,82.52725005149841,67.13283535637954,236.4860212802887,7.585482835769653,0.8647077305675338
30,5.615871429443359,1.0868499279022217,0.7922746539115906,0.8813255429267883,2.855421304702759,67.84861916126833,76.23593590180703,44.39140811455847,80.85885643959045,67.33370490430607,244.4890022277832,7.577751874923706,0.8603841919146962
31,5.611993789672852,1.1924477815628052,0.772545337677002,0.8696159720420837,2.7773849964141846,69.6215479031708,77.27582679849982,44.630071599045344,82.41947889328003,68.48673129849901,253.34836745262146,8.45297908782959,0.8560822709551227
