epochs,losses,size_losses,religion_losses,ethnicity_losses,household_composition_losses,religion_accuracies,ethnicity_accuracies,household_composition_accuracies,size_distribution_accuracies,overall_accuracies,cumulative_time_seconds,epoch_time_seconds,tau_values,learning_rate,hidden_channels,combination_id
1,11.301313400268555,3.1452786922454834,1.4128438234329224,1.4183908700942993,5.324799537658691,41.033071939993185,62.58097511080805,11.285373337879305,94.96013522148132,52.464888902540466,3.2487359046936035,3.2487359046936035,0.995,0.001,128,lr_0.001_hc_128
2,11.008437156677246,2.8476078510284424,1.4136654138565063,1.4194916486740112,5.327672004699707,40.50460279577225,62.03545857483805,11.31946812137743,93.87813210487366,51.934415399215354,5.50834059715271,2.158371925354004,0.990025,0.001,128,lr_0.001_hc_128
3,10.841747283935547,2.6574316024780273,1.4307184219360352,1.4327785968780518,5.3208184242248535,39.66928060006819,62.49573815206273,12.17183770883055,94.6184515953064,52.23882701406697,7.778781414031982,2.171160936355591,0.985074875,0.001,128,lr_0.001_hc_128
4,10.545036315917969,2.4039576053619385,1.4129693508148193,1.4212840795516968,5.306824684143066,40.62393453801568,62.274122059324924,11.404705080122742,94.7608232498169,52.265896231820065,10.015071392059326,2.136589288711548,0.9801495006250001,0.001,128,lr_0.001_hc_128
5,10.420588493347168,2.2678627967834473,1.4052444696426392,1.4229835271835327,5.324497699737549,41.629730651210366,63.14353903852711,11.421752471871804,94.02049779891968,52.55387999013224,12.355262041091919,2.260249376296997,0.9752487531218751,0.001,128,lr_0.001_hc_128
6,10.32029914855957,2.1483469009399414,1.4155631065368652,1.4187618494033813,5.337626934051514,40.555744971019436,62.08660075008524,12.32526423457211,93.47950220108032,52.111778039189275,14.567266464233398,2.126544952392578,0.9703725093562657,0.001,128,lr_0.001_hc_128
7,10.074287414550781,1.8927054405212402,1.4257539510726929,1.4214880466461182,5.3343400955200195,40.65802932151381,62.90487555404023,11.506989430617114,93.36560368537903,52.10887449788755,16.952935695648193,2.2779746055603027,0.9655206468094844,0.001,128,lr_0.001_hc_128
8,9.820060729980469,1.6607626676559448,1.4214125871658325,1.4150890111923218,5.322796821594238,40.197749744289126,62.05250596658711,12.222979884077736,92.59681105613708,51.76751166277277,19.260958194732666,2.1968801021575928,0.960693043575437,0.001,128,lr_0.001_hc_128
9,9.440746307373047,1.3476752042770386,1.4064102172851562,1.4068526029586792,5.279808044433594,41.15240368223662,62.853733378793045,12.990112512785542,92.91002154350281,52.4765677793295,21.60802125930786,2.240880012512207,0.9558895783575597,0.001,128,lr_0.001_hc_128
10,9.239418029785156,1.1622310876846313,1.4082955121994019,1.4006187915802002,5.268272399902344,41.033071939993185,62.154790317081485,13.109444255028983,91.99886322021484,52.074042433079626,23.85095477104187,2.1405043601989746,0.9511101304657719,0.001,128,lr_0.001_hc_128
11,9.074774742126465,0.9557561278343201,1.4205539226531982,1.399134635925293,5.299330234527588,41.85134674394818,63.36515513126491,12.853733378793045,91.34396314620972,52.35354960005396,26.10337519645691,2.157620906829834,0.946354579813443,0.001,128,lr_0.001_hc_128
12,8.876931190490723,0.8442543745040894,1.412266492843628,1.3947985172271729,5.225612163543701,40.50460279577225,62.836685987043985,14.234572110467097,90.00282287597656,51.89467094231497,28.329120874404907,2.1468703746795654,0.9416228069143757,0.001,128,lr_0.001_hc_128
13,8.793243408203125,0.7591886520385742,1.397997498512268,1.3918501138687134,5.24420690536499,41.23764064098193,63.0071599045346,14.081145584725538,87.87163496017456,51.54939527260416,30.693148136138916,2.2611515522003174,0.9369146928798039,0.001,128,lr_0.001_hc_128
14,8.848464012145996,0.738602340221405,1.4173144102096558,1.3887945413589478,5.303752899169922,41.86839413569724,63.34810773951586,13.654960790998977,86.03417873382568,51.22641035000943,33.080464363098145,2.296867609024048,0.9322301194154049,0.001,128,lr_0.001_hc_128
