epochs,losses,size_losses,religion_losses,ethnicity_losses,household_composition_losses,religion_accuracies,ethnicity_accuracies,household_composition_accuracies,size_distribution_accuracies,overall_accuracies,cumulative_time_seconds,epoch_time_seconds,tau_values
1,47.825462341308594,1.5413838624954224,13.631986618041992,14.179564476013184,18.4725284576416,41.18649846573474,62.734401636549606,11.31946812137743,94.50455904006958,52.43623181593284,7.240973472595215,7.240973472595215,0.995
2,42.808868408203125,1.2571042776107788,12.13213062286377,13.041484832763672,16.378150939941406,40.913740197749746,60.944425502898056,12.137742925332425,93.16628575325012,51.79054859480758,15.14676547050476,7.628846883773804,0.990025
3,31.162837982177734,1.30089271068573,7.828685283660889,9.49429702758789,12.538963317871094,50.17047391749062,62.240027275826804,12.734401636549608,89.47120904922485,53.65402796977297,23.474696397781372,7.986729860305786,0.985074875
4,19.62718963623047,1.3438619375228882,5.616994380950928,4.300457000732422,8.365877151489258,57.415615410842136,63.961813842482094,16.58711217183771,84.43691730499268,55.60036468253866,31.571951866149902,7.751838445663452,0.9801495006250001
5,14.308671951293945,1.391454815864563,3.6255931854248047,4.034277439117432,5.2573466300964355,63.46743948175929,65.6836004091374,19.945448346403,78.5753607749939,56.9179622530734,39.51765584945679,7.593612432479858,0.9752487531218751
6,11.271652221679688,1.540811538696289,2.74389910697937,3.09572434425354,3.8912172317504883,68.00204568700988,70.42277531537675,20.627344016365495,75.67213177680969,58.68107419889046,47.55185914039612,7.697877407073975,0.9703725093562657
7,8.659358024597168,1.6363775730133057,1.9077965021133423,2.1908318996429443,2.924351453781128,71.9911353562905,73.15035799522673,21.820661438799863,75.06794929504395,60.50752602134026,55.49793004989624,7.6010212898254395,0.9655206468094844
8,7.389519214630127,1.7146373987197876,1.0413384437561035,1.9047356843948364,2.7288079261779785,76.86668939652233,75.17899761336515,24.923286737129217,71.60955667495728,62.1446326054935,63.499481201171875,7.657351493835449,0.960693043575437
9,6.474787712097168,1.7179111242294312,0.44905996322631836,1.8107330799102783,2.4970834255218506,80.05455165359699,74.4289123764064,25.16195022161609,69.02062892913818,62.166510795189424,71.48942732810974,7.6448822021484375,0.9558895783575597
10,6.057467937469482,1.69611394405365,0.31848859786987305,1.6625436544418335,2.380321502685547,80.56597340606886,73.81520627344015,26.610978520286395,69.87156867980957,62.71593171990124,79.64916753768921,7.818479061126709,0.9511101304657719
